list-idl-m,8,1,1,24,266173,11090
list-idl-s,8,1,1,24,373453,15560
list-i-none,8,2,1,48,276504,5760
list-i-m,8,2,1,48,395968,8249
list-i-s,8,2,1,48,403322,8402
list-d-none,8,2,1,48,328119,6835
list-d-m,8,2,1,48,267101,5564
list-d-s,8,2,1,48,352346,7340
list-l-none,8,2,1,48,465585,9699
list-l-m,8,2,1,48,301773,6286
list-l-s,8,2,1,48,453811,9454
list-id-none,8,2,1,48,334315,6964
list-id-m,8,2,1,48,255851,5330
list-id-s,8,2,1,48,380705,7931
list-il-none,8,2,1,48,316868,6601
list-il-m,8,2,1,48,314413,6550
list-il-s,8,2,1,48,395447,8238
list-dl-none,8,2,1,48,297216,6192
list-dl-m,8,2,1,48,436541,9094
list-dl-s,8,2,1,48,321922,6706
list-idl-none,8,2,1,48,526429,10967
list-idl-m,8,2,1,48,318179,6628
list-idl-s,8,2,1,48,364331,7590
list-i-none,8,4,1,96,386756,4028
list-i-m,8,4,1,96,349541,3641
list-i-s,8,4,1,96,328746,3424
list-d-none,8,4,1,96,318578,3318
list-d-m,8,4,1,96,396693,4132
list-d-s,8,4,1,96,299138,3116
list-l-none,8,4,1,96,371960,3874
list-l-m,8,4,1,96,377989,3937
list-l-s,8,4,1,96,430875,4488
list-id-none,8,4,1,96,343173,3574
list-id-m,8,4,1,96,330622,3443
list-id-s,8,4,1,96,341790,3560
list-il-none,8,4,1,96,379761,3955
list-il-m,8,4,1,96,329939,3436
list-il-s,8,4,1,96,294506,3067
list-dl-none,8,4,1,96,545307,5680
list-dl-m,8,4,1,96,290345,3024
list-dl-s,8,4,1,96,1088842,11342
list-idl-m,8,4,1,96,366718,3819
list-idl-s,8,4,1,96,362821,3779
list-i-m,8,8,1,192,404246,2105
list-i-s,8,8,1,192,319040,1661
list-d-m,8,8,1,192,289659,1508
list-d-s,8,8,1,192,283714,1477
list-l-m,8,8,1,192,343845,1790
list-l-s,8,8,1,192,328410,1710
list-id-none,8,8,1,192,460755,2399
list-id-m,8,8,1,192,346582,1805
list-id-s,8,8,1,192,378966,1973
list-il-m,8,8,1,192,323544,1685
list-il-s,8,8,1,192,354032,1843
list-dl-m,8,8,1,192,333471,1736
list-dl-s,8,8,1,192,346563,1805
list-idl-m,8,8,1,192,446997,2328
list-idl-s,8,8,1,192,315574,1643
list-i-m,8,16,1,384,477086,1242
list-i-s,8,16,1,384,349011,908
list-d-none,8,16,1,384,471458,1227
list-d-m,8,16,1,384,336197,875
list-d-s,8,16,1,384,568888,1481
list-l-m,8,16,1,384,355073,924
list-l-s,8,16,1,384,384392,1001
list-id-m,8,16,1,384,402635,1048
list-id-s,8,16,1,384,348415,907
list-il-m,8,16,1,384,415619,1082
list-il-s,8,16,1,384,313183,815
list-dl-m,8,16,1,384,311469,811
list-dl-s,8,16,1,384,477816,1244
list-idl-none,8,16,1,384,319837,832
list-idl-m,8,16,1,384,669889,1744
list-idl-s,8,16,1,384,353721,921
list-i-m,8,32,1,768,493162,642
list-i-s,8,32,1,768,392553,511
list-d-m,8,32,1,768,557952,726
list-d-s,8,32,1,768,347733,452
list-l-m,8,32,1,768,331758,431
list-l-s,8,32,1,768,297410,387
list-id-m,8,32,1,768,590863,769
list-id-s,8,32,1,768,612006,796
list-il-m,8,32,1,768,705502,918
list-il-s,8,32,1,768,468971,610
list-dl-m,8,32,1,768,465159,605
list-dl-s,8,32,1,768,456046,593
list-idl-m,8,32,1,768,825929,1075
list-idl-s,8,32,1,768,601100,782
list-i-none,12,1,1,36,501958,13943
list-i-m,12,1,1,36,561984,15610
list-i-s,12,1,1,36,532616,14794
list-d-none,12,1,1,36,435272,12090
list-d-m,12,1,1,36,512406,14233
list-d-s,12,1,1,36,734701,20408
list-l-m,12,1,1,36,551902,15330
list-l-s,12,1,1,36,509304,14147
list-id-none,12,1,1,36,436829,12134
list-id-m,12,1,1,36,519421,14428
list-id-s,12,1,1,36,600465,16679
list-il-none,12,1,1,36,640442,17790
list-il-m,12,1,1,36,621412,17261
list-il-s,12,1,1,36,411049,11418
list-dl-none,12,1,1,36,493317,13703
list-dl-m,12,1,1,36,437582,12155
list-dl-s,12,1,1,36,464635,12906
list-idl-none,12,1,1,36,530313,14730
list-idl-m,12,1,1,36,497994,13833
list-idl-s,12,1,1,36,418042,11612
list-i-none,12,2,1,72,487825,6775
list-i-m,12,2,1,72,408467,5673
list-i-s,12,2,1,72,519982,7221
list-d-m,12,2,1,72,521757,7246
list-d-s,12,2,1,72,541800,7525
list-l-none,12,2,1,72,445837,6192
list-l-m,12,2,1,72,404825,5622
list-l-s,12,2,1,72,513892,7137
list-id-none,12,2,1,72,404195,5613
list-id-m,12,2,1,72,507140,7043
list-id-s,12,2,1,72,491298,6823
list-il-none,12,2,1,72,409925,5693
list-il-m,12,2,1,72,498382,6921
list-il-s,12,2,1,72,557254,7739
list-dl-none,12,2,1,72,404029,5611
list-dl-m,12,2,1,72,510920,7096
list-dl-s,12,2,1,72,522265,7253
list-idl-none,12,2,1,72,505705,7023
list-idl-m,12,2,1,72,420156,5835
list-idl-s,12,2,1,72,558578,7758
list-i-m,12,4,1,144,450257,3126
list-i-s,12,4,1,144,451842,3137
list-d-none,12,4,1,144,426575,2962
list-d-m,12,4,1,144,474838,3297
list-d-s,12,4,1,144,591530,4107
list-l-none,12,4,1,144,545789,3790
list-l-m,12,4,1,144,643976,4472
list-l-s,12,4,1,144,395835,2748
list-id-none,12,4,1,144,496616,3448
list-id-m,12,4,1,144,442618,3073
list-id-s,12,4,1,144,462393,3211
list-il-none,12,4,1,144,464296,3224
list-il-m,12,4,1,144,545647,3789
list-il-s,12,4,1,144,443053,3076
list-dl-m,12,4,1,144,517682,3595
list-dl-s,12,4,1,144,407524,2830
list-idl-none,12,4,1,144,450695,3129
